image_id,label_id
17214,53 78 88 105 106 205 
17215,17 44 62 66 85 153 171 184 210 222 
17216,17 26 53 66 73 105 143 148 222 
17217,17 53 56 66 137 153 164 184 190 222 
17218,14 66 78 97 105 141 214 
17219,79 93 105 106 137 153 205 
17220,13 44 45 66 71 139 150 159 171 186 203 
17221,19 51 66 158 180 186 
17222,19 62 66 111 137 148 171 180 184 222 
17223,17 19 62 66 78 131 133 137 148 171 222 
17224,53 106 111 137 138 153 164 190 
17225,17 53 78 106 185 222 
17226,49 53 106 136 164 222 
17227,17 19 20 36 53 62 66 105 116 131 137 164 184 
17228,6 17 66 115 131 137 176 
17229,53 79 106 138 153 164 190 
17230,19 20 62 66 70 116 137 164 171 180 184 222 
17231,17 19 62 66 78 133 137 148 153 155 171 222 
17232,40 59 66 151 165 184 222 
17233,17 53 66 138 153 164 184 190 
17234,14 17 23 53 66 115 119 171 177 222 
17235,53 66 111 222 
17236,18 66 98 105 116 164 166 180 184 222 
17237,44 66 105 111 164 181 184 214 
17238,17 66 95 171 
17239,20 47 62 66 70 105 111 137 153 176 184 
17240,17 18 66 87 98 153 164 184 222 
17241,17 53 101 105 106 138 153 
17242,44 66 101 105 111 137 153 164 184 228 
17243,17 49 53 78 106 136 164 222 
17244,17 53 66 81 101 138 
17245,7 66 70 95 111 137 171 175 184 222 
17246,17 53 82 93 105 106 137 138 153 190 222 
17247,17 49 53 93 106 148 153 164 190 222 
17248,62 66 111 137 148 171 180 184 
17249,17 53 78 106 111 222 
17250,17 53 60 78 106 185 
17251,17 36 53 66 171 181 184 210 222 
17252,17 65 66 73 99 171 217 
17253,15 17 66 115 137 176 189 
17254,20 66 71 98 105 148 171 
17255,17 19 66 78 105 148 222 
17256,53 106 138 153 164 190 
17257,17 20 62 66 137 153 171 176 
17258,20 62 66 98 131 148 180 184 186 
17259,17 66 100 111 137 176 181 222 227 
17260,17 53 66 171 184 193 210 
17261,5 53 66 117 131 148 153 164 176 184 
17262,19 49 53 105 106 
17263,14 17 44 66 133 170 171 184 222 
17264,17 20 47 52 66 99 124 148 164 171 210 214 219 
17265,17 62 66 137 171 175 178 184 222 
17266,17 66 98 103 110 114 131 148 171 175 214 222 
17267,20 66 71 137 171 180 184 226 
17268,20 62 66 70 105 111 131 137 153 184 222 
17269,62 66 78 98 105 153 184 
17270,17 66 78 100 176 
17271,20 66 98 148 171 184 203 222 
17272,19 66 171 175 184 193 210 
17273,36 44 62 66 105 140 153 155 164 184 
17274,17 18 19 44 49 66 105 184 214 222 226 
17275,17 36 62 66 137 153 171 184 210 222 
17276,17 66 105 111 133 137 153 170 181 184 222 
17277,19 36 62 66 70 137 153 164 184 222 
17278,17 19 31 66 78 222 
17279,18 44 49 66 153 164 184 222 
17280,17 19 53 66 78 131 148 171 175 193 210 217 222 
17281,13 45 66 71 139 148 159 171 186 203 
17282,17 26 49 53 66 73 78 105 131 143 148 222 
17283,17 21 58 66 79 95 131 171 222 
17284,17 53 66 78 115 142 144 148 171 176 177 222 
17285,17 53 66 91 105 153 
17286,53 66 78 105 153 184 
17287,17 53 66 88 105 138 153 
17288,17 53 78 88 105 106 205 
17289,62 66 133 137 148 153 171 184 
17290,17 66 95 184 
17291,66 137 138 144 171 176 193 
17292,36 44 62 66 70 79 111 171 175 184 
17293,17 66 97 105 133 184 214 222 
17294,17 36 53 62 66 105 148 153 184 
17295,66 148 171 222 
17296,49 53 63 66 105 164 222 
17297,17 44 66 111 184 
17298,44 48 62 66 85 154 180 184 186 222 
17299,17 66 98 103 110 114 131 171 175 214 222 
17300,55 56 66 97 98 171 175 184 222 
17301,66 78 88 105 141 153 
17302,17 19 20 44 62 66 98 180 184 186 
17303,17 19 66 98 114 131 142 148 158 167 171 175 214 222 
17304,15 17 66 111 137 176 189 
17305,49 53 66 70 105 111 138 153 
17306,6 17 19 53 78 79 106 148 176 222 226 
17307,17 20 47 62 66 98 154 171 180 
17308,17 19 66 100 
17309,17 44 66 105 153 184 
17310,49 53 106 164 190 222 
17311,17 20 66 105 137 214 
17312,17 49 53 78 105 106 136 222 
17313,53 93 106 111 137 153 171 184 193 217 
17314,17 53 78 106 185 
17315,14 53 66 109 131 
17316,17 36 44 53 66 153 171 184 210 
17317,17 20 66 98 148 153 171 184 
17318,4 17 53 66 105 106 153 
17319,17 25 49 91 99 105 106 111 
17320,49 53 105 106 142 181 214 
17321,17 18 44 66 98 128 153 171 222 226 
17322,49 53 78 105 106 
17323,17 53 60 78 106 185 
17324,17 26 49 53 65 66 73 79 105 143 222 
17325,17 49 66 91 99 105 143 153 
17326,17 49 53 78 91 105 106 111 205 222 
17327,17 37 53 78 106 
17328,17 18 44 66 105 148 184 214 222 
17329,17 19 26 49 53 66 79 105 131 143 148 205 222 
17330,17 19 49 53 78 106 136 164 222 
17331,17 20 66 71 154 158 171 
17332,17 19 49 53 78 106 136 164 214 222 
17333,17 18 19 44 66 70 148 171 175 184 193 222 
17334,19 59 92 106 
17335,17 19 49 53 78 106 148 153 164 190 222 
17336,17 58 66 98 148 171 184 
17337,36 62 66 133 137 153 171 176 184 210 
17338,17 44 66 70 133 137 170 171 184 
17339,20 66 71 79 154 171 184 214 
17340,18 49 53 63 66 102 105 153 164 184 222 
17341,17 53 164 190 210 
17342,17 19 66 105 183 214 
17343,17 66 184 
17344,17 36 43 66 131 137 171 184 210 
17345,17 20 53 62 66 105 137 153 184 222 
17346,17 26 49 53 65 66 73 105 131 143 222 
17347,17 32 66 78 97 105 224 
17348,17 66 115 137 176 189 222 
17349,49 53 105 106 111 153 
17350,17 18 19 49 59 66 105 184 222 
17351,17 44 62 66 79 171 175 184 214 
17352,53 62 66 70 137 153 171 184 222 
17353,19 53 106 111 137 153 171 193 210 
17354,17 66 137 148 176 189 222 
17355,36 44 62 66 70 111 153 171 184 
17356,14 17 44 66 133 170 171 184 203 222 
17357,66 81 137 148 184 
17358,17 20 62 66 117 137 148 153 171 184 
17359,17 18 66 98 105 137 153 184 222 
17360,17 20 47 62 66 137 171 176 180 222 
17361,62 66 79 137 153 171 184 
17362,17 66 137 176 
17363,19 48 66 131 139 150 159 180 186 194 203 222 
17364,53 66 101 138 153 164 184 190 
17365,17 26 49 53 73 91 105 106 143 
17366,66 99 131 148 
17367,17 53 66 105 153 190 
17368,17 20 47 66 137 154 171 184 
17369,36 53 62 66 78 153 164 184 222 
17370,66 137 138 153 171 176 189 
17371,17 18 44 66 105 116 148 184 222 
17372,17 53 106 153 164 190 
17373,19 59 66 92 151 169 
17374,14 63 66 97 105 141 153 222 
17375,17 20 47 62 66 171 184 214 
17376,17 53 66 78 153 164 184 190 
17377,9 17 20 62 66 137 171 180 181 184 222 
17378,66 88 105 138 153 184 
17379,17 20 47 58 66 159 171 
17380,17 
17381,20 66 71 148 166 171 184 
17382,17 19 20 53 62 66 105 132 137 148 153 176 178 222 
17383,19 59 92 106 151 
17384,17 18 44 66 105 184 214 222 
17385,17 20 62 66 105 137 153 164 184 
17386,52 66 94 105 153 184 
17387,19 40 59 66 151 165 
17388,34 53 106 111 
17389,2 20 62 66 78 105 137 153 154 
17390,17 53 106 185 
17391,17 44 66 98 171 175 178 193 210 222 
17392,66 72 148 171 175 184 193 222 
17393,19 59 66 151 169 
17394,20 62 66 75 105 111 137 153 176 184 222 
17395,17 49 66 105 126 200 224 
17396,17 53 78 106 185 
17397,14 17 66 78 97 105 131 141 142 153 205 222 
17398,17 51 66 79 148 158 180 186 222 
17399,17 53 106 137 144 148 171 193 
17400,17 19 20 53 62 66 137 171 181 184 210 222 
17401,17 66 98 164 
17402,14 32 55 66 87 97 105 131 153 222 
17403,44 66 70 105 111 131 184 
17404,18 44 53 66 153 164 184 222 
17405,20 47 66 148 154 166 171 184 
17406,7 17 18 55 56 66 97 98 105 164 184 222 
17407,40 53 66 70 79 111 137 165 184 222 
17408,17 49 53 78 105 106 153 222 
17409,26 49 53 91 105 106 143 148 205 
17410,17 19 59 66 131 169 222 
17411,17 49 53 105 106 
17412,17 49 66 91 105 111 137 153 222 
17413,19 62 66 105 216 
17414,53 106 171 181 193 210 222 
17415,19 67 69 78 113 131 134 148 152 222 
17416,66 100 137 142 176 227 
17417,2 19 44 62 66 98 171 184 
17418,32 44 66 70 72 75 105 111 164 
17419,53 88 105 106 153 210 222 
17420,93 106 137 153 164 176 
17421,17 19 52 113 142 148 
17422,17 66 78 97 105 141 181 214 222 
17423,4 17 66 105 131 153 
17424,17 20 62 66 137 153 171 184 222 
17425,7 17 21 63 66 70 137 189 222 
17426,17 20 62 66 98 105 153 
17427,17 49 91 99 105 106 143 
17428,17 19 53 66 78 137 222 227 
17429,53 105 106 153 222 
17430,17 53 66 105 138 153 222 228 
17431,17 66 98 103 110 148 171 175 214 
17432,4 17 19 53 66 88 105 153 
17433,19 53 106 138 153 164 190 
17434,17 19 66 78 100 117 137 148 176 227 
17435,17 53 105 106 214 222 
17436,17 19 62 66 79 105 133 142 148 214 216 
17437,49 105 106 111 126 183 207 214 224 
17438,17 19 66 78 131 142 148 152 158 222 
17439,17 66 98 103 110 114 171 175 214 
17440,15 66 70 111 115 137 176 189 
17441,17 66 111 131 133 148 155 170 203 206 222 
17442,53 66 78 137 153 164 184 190 222 
17443,17 49 53 105 106 136 222 
17444,17 20 53 62 66 137 153 164 184 
17445,53 66 67 105 121 153 
17446,17 62 66 79 97 105 
17447,66 70 111 137 171 176 184 189 
17448,18 19 44 66 105 153 164 184 222 
17449,17 19 66 78 97 105 131 141 153 222 
17450,19 59 66 92 151 
17451,17 26 49 53 91 105 106 143 205 222 
17452,66 100 111 137 138 176 
17453,17 20 62 66 98 105 164 166 184 222 
17454,17 44 66 111 142 171 175 184 214 
17455,17 19 20 62 66 105 137 148 153 222 
17456,17 53 78 106 185 
17457,17 53 78 81 106 
17458,17 62 66 77 131 137 159 168 171 175 214 
17459,19 20 62 66 137 171 184 214 
17460,14 36 44 66 137 171 184 214 
17461,17 49 53 61 105 106 222 
17462,19 40 59 66 151 165 
17463,20 47 66 105 111 137 153 164 176 
17464,44 66 85 131 153 164 171 184 210 
17465,2 62 66 78 137 153 171 184 
17466,17 18 53 66 105 153 164 166 181 184 
17467,17 19 66 95 131 137 148 171 175 184 214 222 
17468,53 82 137 153 164 190 210 
17469,17 66 99 100 
17470,66 115 137 144 171 176 184 193 
17471,17 19 49 53 78 106 136 164 222 
17472,53 66 137 138 144 171 193 
17473,17 19 44 62 66 131 148 171 184 214 222 
17474,17 20 62 66 98 105 133 184 214 
17475,53 66 137 138 144 171 193 222 
17476,17 49 65 66 73 105 131 224 
17477,17 53 60 78 106 185 222 
17478,17 30 52 113 148 216 
17479,17 53 63 66 106 
17480,17 36 44 66 78 164 184 214 
17481,17 20 49 53 62 66 105 132 137 148 
17482,17 19 59 66 100 169 
17483,17 44 66 135 137 153 164 184 222 
17484,14 17 51 66 111 158 180 
17485,17 19 26 49 53 65 66 73 105 143 222 
17486,66 111 114 167 171 175 184 214 
17487,66 70 105 111 138 
17488,2 17 19 20 62 66 78 105 137 154 184 214 
17489,17 18 53 66 138 153 164 184 190 222 
17490,40 53 66 106 148 164 184 
17491,19 40 59 66 151 165 184 
17492,17 49 53 97 105 106 214 
17493,19 59 66 95 164 184 214 
17494,17 21 66 87 89 98 103 110 115 171 175 
17495,17 20 53 62 66 79 137 148 153 171 184 222 226 
17496,17 62 66 76 105 116 132 137 164 184 222 
17497,17 20 47 62 66 98 105 153 184 
17498,17 20 47 62 66 98 171 180 184 222 
17499,49 53 61 76 105 106 132 
17500,17 20 62 66 137 171 175 184 222 
17501,17 32 66 78 97 105 148 214 222 
17502,17 19 62 66 133 137 153 171 178 184 210 
17503,53 79 106 111 
17504,17 26 49 53 91 105 106 117 143 222 
17505,53 106 111 137 153 164 190 
17506,17 20 66 98 103 171 175 184 214 
17507,17 66 137 138 144 171 176 193 
17508,44 66 153 164 184 226 
17509,17 18 53 66 98 105 153 222 
17510,19 59 92 106 151 
17511,17 62 66 135 171 184 214 218 
17512,17 66 115 137 144 171 176 193 
17513,17 66 133 137 171 175 184 193 210 
17514,20 62 66 70 98 153 164 171 184 222 226 
17515,66 118 180 186 203 220 222 
17516,17 66 98 103 114 155 171 175 184 214 222 
17517,17 20 62 66 78 82 105 131 137 153 
17518,17 36 44 62 66 137 171 181 184 210 222 
17519,5 93 106 137 153 164 176 
17520,17 19 53 60 78 106 148 185 222 
17521,17 53 66 100 222 
17522,36 44 53 66 70 105 111 137 153 164 184 
17523,17 59 66 95 153 164 184 
17524,17 20 21 66 78 95 105 148 
17525,19 20 66 137 171 180 184 
17526,17 53 78 106 176 195 222 
17527,19 44 62 66 131 133 153 171 184 210 
17528,17 66 133 164 170 
17529,17 18 44 66 153 164 184 222 226 
17530,17 49 53 105 106 153 190 222 
17531,17 20 53 62 66 137 148 153 164 184 
17532,49 53 66 137 148 181 184 222 
17533,17 49 91 99 105 106 
17534,17 19 20 66 95 137 164 171 175 184 214 222 
17535,17 26 49 53 65 66 73 105 143 222 
17536,37 53 66 
17537,49 53 105 106 153 190 222 
17538,17 49 53 106 136 164 
17539,17 20 47 52 66 99 103 105 110 171 214 
17540,17 19 36 62 66 70 131 137 148 171 184 214 
17541,19 53 66 138 153 164 190 222 
17542,44 62 66 105 116 131 133 155 164 184 222 
17543,17 66 111 137 171 176 184 222 
17544,17 19 66 98 114 121 131 148 158 167 175 214 222 
17545,19 66 114 131 158 164 167 175 184 214 
17546,17 30 52 113 
17547,17 62 66 78 97 105 137 184 214 
17548,17 49 53 106 153 164 190 222 
17549,17 66 131 158 171 175 222 
17550,44 62 66 70 133 153 171 184 
17551,17 53 62 66 98 105 148 153 184 
17552,17 49 53 65 73 79 91 105 106 143 
17553,17 65 66 73 105 222 
17554,17 51 66 99 180 
17555,14 17 30 66 72 78 97 105 148 222 
17556,14 17 66 97 105 141 214 222 
17557,14 66 97 105 131 141 142 153 
17558,17 53 66 105 138 153 222 228 
17559,17 19 66 70 114 131 148 158 171 175 214 222 
17560,25 51 66 111 148 158 180 186 
17561,66 75 97 100 111 176 
17562,17 20 62 66 98 137 171 184 222 
17563,17 20 62 66 98 148 153 171 184 
17564,19 66 100 137 176 
17565,17 66 98 114 142 148 158 167 171 175 184 214 
17566,53 66 153 164 184 222 
17567,15 66 79 111 115 137 176 189 
17568,2 17 36 44 62 66 85 153 171 184 210 
17569,36 44 62 66 70 111 116 137 171 180 184 
17570,18 44 66 128 153 155 164 184 
17571,4 17 19 66 105 137 148 153 164 176 
17572,49 53 106 153 164 190 222 
17573,17 66 87 98 103 110 171 175 214 
17574,17 66 137 171 176 189 
17575,17 18 66 98 105 148 184 214 
17576,7 17 56 63 66 70 171 175 193 222 
17577,17 66 137 176 181 184 222 
17578,17 30 52 77 113 148 168 
17579,56 66 111 137 153 164 171 176 193 210 
17580,17 20 53 62 66 78 105 131 137 214 
17581,17 49 53 106 153 164 190 222 
17582,17 19 49 78 105 106 148 183 198 
17583,49 53 106 136 164 181 222 
17584,19 66 67 78 131 142 152 222 
17585,79 93 106 137 153 164 176 
17586,17 49 66 105 126 148 200 224 
17587,17 36 53 62 66 137 171 181 184 210 222 
17588,31 53 66 117 
17589,17 66 89 98 110 115 196 
17590,36 62 66 98 153 164 184 222 
17591,17 59 66 100 169 
17592,19 66 70 100 111 137 176 227 
17593,17 20 47 62 66 137 166 171 
17594,17 53 55 66 78 97 196 222 
17595,17 66 87 95 103 148 171 
17596,17 49 66 70 91 105 137 183 222 
17597,19 66 105 133 184 224 
17598,17 49 53 106 136 164 181 222 
17599,17 49 53 91 105 106 111 
17600,17 18 53 66 105 116 137 166 184 222 
17601,28 34 53 79 106 111 
17602,37 59 92 106 151 222 
17603,17 53 137 153 164 184 190 222 
17604,17 18 66 101 105 110 135 153 222 
17605,17 20 47 66 148 171 180 184 
17606,17 40 53 66 106 111 131 184 
17607,17 66 98 165 
17608,17 19 32 66 97 105 
17609,17 19 53 78 106 185 
17610,14 17 19 53 66 78 79 117 131 142 148 171 175 193 222 226 
17611,17 49 53 106 164 
17612,17 62 66 70 105 133 137 164 184 214 
17613,49 105 106 126 224 
17614,17 20 66 133 137 170 171 
17615,17 58 66 72 111 137 171 175 222 
17616,17 49 53 105 106 222 
17617,66 137 144 171 175 176 184 193 222 
17618,2 17 53 62 66 78 171 184 214 222 
17619,17 19 62 66 70 78 98 133 148 164 222 
17620,17 26 53 106 111 143 171 217 
17621,17 19 44 66 116 148 155 175 222 
17622,17 53 66 138 153 164 184 190 222 
17623,17 18 19 44 66 85 153 164 184 222 226 
17624,78 88 105 106 205 
17625,15 66 111 115 137 148 176 
17626,17 20 66 71 154 171 
17627,49 53 61 105 106 142 222 
17628,49 91 105 106 111 
17629,17 19 49 53 78 106 136 148 164 222 
17630,17 53 66 153 164 184 190 222 
17631,66 148 171 184 214 
17632,19 36 43 44 66 79 137 171 184 
17633,19 66 115 137 171 176 181 184 189 
17634,17 31 37 53 66 79 222 
17635,32 66 70 105 131 
17636,44 62 66 137 171 175 184 214 
17637,53 74 88 105 106 138 153 
17638,17 36 44 53 66 105 153 164 184 222 
17639,20 66 111 137 153 171 184 222 
17640,15 66 135 137 176 
17641,17 53 62 66 133 135 137 148 153 164 171 218 
17642,19 20 53 62 66 97 105 137 148 153 181 
17643,52 66 148 171 175 222 
17644,17 18 44 49 66 105 128 155 222 
17645,17 26 49 53 66 73 105 143 222 
17646,17 22 66 73 99 223 
17647,2 17 18 53 66 78 105 214 
17648,17 53 66 78 
17649,17 66 98 103 110 114 142 171 175 214 
17650,17 62 66 78 105 116 184 222 
17651,19 62 66 137 171 175 184 199 214 
17652,17 18 53 66 153 164 171 184 190 
17653,53 111 137 153 171 184 193 210 217 
17654,17 53 66 81 102 106 
17655,17 26 53 65 66 73 105 131 143 148 222 226 
17656,66 100 111 137 138 176 
17657,18 19 53 66 105 116 164 184 
17658,18 44 53 66 171 175 184 193 210 
17659,17 66 137 176 189 
17660,44 66 131 133 154 164 171 184 203 214 
17661,17 20 53 62 66 105 137 153 184 
17662,44 62 66 98 171 175 184 214 222 
17663,19 59 92 106 151 169 
17664,17 31 53 78 81 106 
17665,18 44 66 140 153 164 184 222 226 
17666,53 66 111 138 153 164 184 190 
17667,19 20 66 71 159 171 184 194 203 214 
17668,17 31 53 60 78 106 
17669,17 19 66 98 103 114 142 148 152 158 175 214 222 
17670,49 53 105 106 141 153 181 
17671,17 62 66 105 131 133 153 155 184 
17672,15 66 79 111 115 137 176 189 
17673,17 53 66 138 153 164 184 190 
17674,17 19 62 66 79 105 148 216 
17675,49 53 61 105 106 148 
17676,17 53 66 91 101 105 138 153 
17677,17 53 66 78 171 184 193 210 217 222 
17678,36 44 62 66 70 111 137 148 153 171 184 
17679,52 67 105 113 121 153 228 
17680,49 53 106 153 164 190 
17681,19 26 49 53 91 105 106 
17682,66 171 175 180 186 203 
17683,17 66 131 133 170 
17684,6 17 66 79 115 137 148 176 177 227 
17685,17 20 53 62 66 78 79 105 116 137 
17686,62 66 105 133 137 148 184 214 
17687,17 49 53 78 105 106 111 171 183 214 217 
17688,17 19 49 53 88 105 106 153 222 
17689,17 66 89 98 110 115 196 
17690,17 18 44 66 105 116 131 155 164 184 222 
17691,17 19 44 66 105 117 131 183 214 222 226 
17692,44 66 71 133 142 154 166 171 184 
17693,105 113 153 164 
17694,17 19 49 78 105 106 148 183 198 
17695,17 53 66 78 98 100 222 
17696,17 49 53 78 91 105 106 111 222 
17697,40 59 66 151 165 184 
17698,17 49 53 91 105 106 111 205 
17699,17 66 78 97 105 222 
17700,17 19 66 105 117 131 137 148 183 214 222 226 
17701,53 66 105 131 141 153 
17702,17 20 47 66 105 137 148 166 171 176 
17703,17 49 53 106 153 164 190 222 
17704,17 53 66 137 153 164 184 190 222 
17705,28 33 53 106 111 
17706,53 113 153 171 193 
17707,36 44 66 70 98 105 133 153 171 184 222 
17708,17 49 53 97 105 106 141 148 153 181 
17709,7 17 56 66 98 171 175 222 
17710,17 44 53 66 184 222 
17711,53 113 153 171 193 
17712,53 66 137 138 144 147 171 193 
17713,17 20 62 66 137 171 181 184 214 222 
17714,17 53 66 137 144 171 175 184 193 
17715,36 62 66 111 137 171 184 
17716,2 17 62 66 85 137 171 184 210 222 
17717,17 19 53 78 106 
17718,19 59 66 92 151 
17719,14 66 72 153 171 184 222 
17720,17 49 53 65 66 73 79 91 105 
17721,17 20 66 137 153 171 184 
17722,17 18 53 66 105 137 153 181 222 
17723,17 20 47 53 62 66 137 171 184 
17724,17 66 98 103 110 171 175 214 222 
17725,62 66 78 137 171 184 
17726,19 49 53 61 105 106 222 
17727,53 88 105 106 111 137 138 153 
17728,19 44 66 111 137 184 
17729,17 53 153 164 190 222 
17730,17 19 49 53 79 91 105 106 117 148 222 
17731,17 53 88 105 106 138 153 164 
17732,66 97 105 141 153 222 
17733,19 40 59 92 106 151 
17734,17 66 98 103 114 131 171 175 214 222 
17735,19 36 44 53 62 66 79 111 171 181 184 
17736,17 19 66 79 115 117 137 176 227 
17737,17 19 66 79 111 115 117 131 137 148 176 177 189 222 
17738,15 17 66 111 115 137 176 189 222 
17739,17 53 60 78 106 185 
17740,17 53 66 78 105 153 184 
17741,17 53 66 78 105 116 166 222 
17742,53 66 
17743,53 106 111 137 153 164 190 
17744,19 66 139 171 186 194 203 
17745,44 66 131 159 171 175 184 214 
17746,17 19 20 62 66 70 98 133 148 153 164 222 
17747,17 49 53 105 106 111 126 183 
17748,19 44 66 71 133 171 180 184 203 
17749,17 19 66 70 131 142 148 152 158 167 222 
17750,17 20 62 66 105 137 171 184 222 
17751,19 49 53 106 164 222 
17752,17 20 62 66 105 137 154 214 222 
17753,17 19 49 53 79 91 105 106 111 
17754,11 17 18 19 44 66 105 148 153 164 184 222 226 
17755,53 106 111 138 153 171 184 193 217 
17756,17 66 137 176 184 189 222 
17757,17 66 98 103 114 171 175 184 222 
17758,17 19 53 66 100 222 
17759,18 44 66 105 111 137 184 214 
17760,32 78 97 105 106 209 214 
17761,15 19 66 115 137 176 189 
17762,28 33 53 106 111 
17763,53 66 148 171 181 184 193 210 222 
17764,17 66 98 103 171 175 
17765,44 66 71 131 133 154 171 184 214 
17766,17 53 66 171 175 184 193 210 222 
17767,44 66 95 98 164 171 184 214 222 
17768,17 53 66 105 153 164 184 190 222 
17769,17 20 62 66 78 137 171 184 
17770,17 106 222 
17771,17 53 58 66 78 142 148 176 222 227 
17772,17 49 53 106 117 136 164 222 
17773,17 53 81 106 
17774,17 66 78 97 105 141 148 222 
17775,17 26 49 53 66 73 105 131 143 148 222 
17776,17 65 66 73 105 126 
17777,17 20 36 44 66 153 171 184 
17778,19 59 66 151 169 
17779,66 101 137 
17780,49 53 106 136 164 222 
17781,17 65 66 73 171 217 222 
17782,17 66 89 98 103 110 115 131 148 175 222 
17783,7 17 53 66 131 171 175 184 193 210 217 222 
17784,53 106 153 164 190 222 
17785,40 53 59 66 153 164 165 184 190 
17786,53 66 137 138 144 171 193 
17787,53 66 137 138 144 171 193 222 
17788,53 78 106 153 164 190 222 
17789,17 20 53 62 66 78 105 137 154 184 214 
17790,4 53 66 78 105 148 153 
17791,17 20 47 62 66 137 148 153 171 184 
17792,17 53 106 137 144 171 193 210 222 
17793,17 19 49 53 78 79 106 136 148 164 222 
17794,14 15 17 66 111 115 137 176 189 192 
17795,53 66 78 105 153 164 184 
17796,17 52 58 66 111 131 142 148 171 184 
17797,49 66 79 105 126 200 224 
17798,17 19 62 66 131 133 137 148 154 164 184 214 
17799,19 49 53 106 132 136 164 222 
17800,20 66 98 148 171 180 184 222 
17801,17 36 53 66 137 153 164 184 
17802,17 19 51 66 101 142 148 180 
17803,19 59 66 95 151 
17804,19 59 66 92 151 
17805,36 44 66 70 111 137 171 184 222 
17806,17 49 53 78 105 106 183 214 
17807,36 44 66 101 105 137 184 214 
17808,17 53 66 153 164 178 184 190 
17809,105 113 153 181 226 
17810,17 19 66 100 
17811,17 66 98 103 110 114 171 175 214 222 
17812,17 19 49 53 61 105 106 222 
17813,17 53 66 105 121 153 181 
17814,17 21 63 66 70 95 116 137 155 184 222 
17815,18 44 53 66 105 111 138 153 164 184 
17816,40 53 66 153 164 184 222 
17817,19 66 95 130 137 171 181 184 222 
17818,7 17 21 66 95 98 137 171 184 189 
17819,17 31 37 53 66 102 148 
17820,20 66 71 98 159 171 180 186 203 222 
17821,17 20 62 66 117 137 148 171 175 184 222 
17822,53 66 137 138 144 171 193 222 
17823,17 66 98 103 114 148 171 175 214 
17824,49 78 91 105 106 205 
17825,2 17 19 62 66 105 116 137 148 184 
17826,17 66 97 105 132 133 148 170 224 
17827,17 36 44 66 70 133 153 164 184 
17828,18 53 66 78 137 148 153 164 184 
17829,9 17 53 62 66 78 131 137 164 184 214 
17830,17 65 66 73 99 171 214 217 
17831,17 66 98 114 171 175 184 214 222 
17832,17 19 49 66 78 105 200 224 
17833,15 17 66 115 135 137 171 176 189 
17834,17 44 66 133 170 184 222 
17835,36 53 62 66 102 148 153 171 184 
17836,18 53 66 70 105 153 164 184 222 
17837,17 66 131 137 171 181 184 189 222 
17838,17 20 62 66 137 148 154 171 214 222 
17839,17 26 53 65 66 73 79 105 131 143 148 222 226 
17840,17 19 66 128 131 137 153 155 171 222 
17841,17 26 53 106 111 143 148 171 217 
17842,17 20 62 66 95 98 164 171 184 214 
17843,19 49 59 91 105 106 
17844,17 20 62 66 75 105 111 137 153 184 222 
17845,17 49 53 61 106 164 222 
17846,17 66 78 88 105 205 222 
17847,17 31 53 106 
17848,49 53 61 105 106 
17849,15 66 72 111 137 176 184 214 226 
17850,17 53 66 171 175 184 193 210 217 222 
17851,58 66 142 148 159 171 184 
17852,17 19 62 66 78 148 171 175 214 226 
17853,17 44 66 133 170 171 184 222 
17854,17 19 66 111 115 137 171 176 181 189 
17855,53 66 88 105 153 222 
17856,53 106 153 164 190 222 
17857,17 20 47 62 66 105 137 148 184 
17858,17 53 66 78 
17859,28 33 53 79 106 111 
17860,19 59 92 106 151 
17861,18 44 49 66 70 105 111 153 222 
17862,17 44 53 66 105 131 153 164 184 
17863,17 19 37 53 106 
17864,17 19 20 53 62 66 78 171 175 184 222 
17865,66 70 111 137 176 184 189 
17866,14 17 66 72 97 171 184 
17867,17 49 53 78 105 106 214 222 
17868,37 53 106 
17869,17 19 66 78 79 105 117 131 148 226 
17870,53 66 109 210 
17871,6 17 106 137 176 
17872,10 17 66 98 171 175 180 202 222 
17873,20 66 71 98 148 171 214 
17874,53 78 105 106 137 153 164 
17875,7 17 23 56 62 66 105 137 171 175 184 222 
17876,17 44 62 66 105 137 184 214 
17877,17 66 98 103 114 142 158 171 175 214 222 
17878,20 62 66 105 111 137 153 184 222 
17879,15 66 135 137 176 
17880,66 78 105 126 224 
17881,17 53 66 100 176 227 
17882,17 62 66 98 133 171 184 203 
17883,19 59 63 66 151 
17884,17 36 44 66 79 148 153 171 184 210 
17885,17 53 
17886,17 36 66 79 105 137 153 184 
17887,44 66 133 171 184 203 214 222 
17888,44 66 71 148 154 158 180 186 
17889,17 66 70 98 103 142 148 171 175 214 222 
17890,17 66 100 111 137 138 176 
17891,17 19 21 66 78 105 137 148 222 
17892,53 66 67 105 121 153 181 
17893,4 53 66 105 153 
17894,17 53 106 
17895,17 53 66 100 222 
17896,2 44 62 66 85 101 153 171 184 
17897,2 44 62 66 137 171 184 222 
17898,17 36 53 66 101 105 137 153 164 184 222 
17899,19 59 66 95 151 
17900,17 19 66 70 98 121 142 148 152 158 214 222 
17901,36 43 66 111 137 171 181 184 
17902,17 66 98 171 175 184 193 222 
17903,17 20 36 66 137 171 184 
17904,19 66 105 135 137 153 184 
17905,36 62 66 101 137 153 164 184 
17906,6 17 19 66 78 115 117 131 142 148 176 227 
17907,17 18 53 66 78 105 141 153 
